names	scores	logfoldchanges	pvals	pvals_adj
NMRK1	1.4372703	0.1829054	0.15064120392934185	0.26226640646697946
HNMT	1.4330028	0.38972548	0.15185701648960043	0.26401285219760595
PSIP1	1.4304425	0.09420824	0.15259008225088674	0.2647928547541017
UXT	1.4270284	0.024723474	0.15357168832930787	0.26612422863580387
TSPYL1	1.4253215	0.10475348	0.1540642883185495	0.2668536789294318
CTD-3184A7.4	1.4150797	0.18178569	0.15704513883661125	0.27163775988274047
ZNF148	1.4142262	0.11424591	0.15729550294278197	0.27181830763754994
MED4	1.4099587	0.21292214	0.15855186277974143	0.27322866126411716
AKIRIN2	1.4065448	0.18632315	0.15956240872289518	0.27471586226725
PSMD6	1.4031309	0.13580012	0.16057781883551536	0.2762086823757317
SON	1.4014239	0.050030902	0.16108735155819676	0.2765741342566735
MRPL47	1.4005704	0.16658357	0.16134257546442976	0.2768129446535738
TOMM22	1.394596	-0.042383198	0.16313770032544928	0.27893700459686555
MAP3K13	1.394596	0.18479583	0.16313770032544928	0.27893700459686555
PSTPIP1	1.3937426	0.43421918	0.1633953713734757	0.27924936346710577
DUSP23	1.392889	0.1816012	0.16365334911378115	0.2795619596787711
FDX1	1.3911821	0.3954118	0.1641702253785724	0.28031633164135883
BRWD1	1.3894751	0.20059781	0.1646883305321385	0.28107210948748107
PRMT2	1.3869146	0.07593899	0.16546779550899127	0.2822002470039373
MMP24-AS1	1.3860612	0.21522988	0.1657282331357709	0.2822002470039373
AL592183.1	1.3809402	0.3939785	0.1672973387945621	0.2843520263217477
UBE2G2	1.3792332	0.06652791	0.16782284672441428	0.28511509178910527
DHX9	1.3741124	0.15152173	0.1694068080371247	0.2872818547951969
ZNF652	1.3715519	0.15654759	0.17020298081876406	0.2883693815145939
CEP57	1.3689914	0.23419607	0.1710019545142515	0.28932815929626193
KIAA1143	1.3604566	0.20311284	0.1736854878572318	0.2929369369476138
HOTAIRM1	1.3587496	0.25636148	0.17422595006516028	0.29371545407091754
PMPCB	1.3570427	0.11912972	0.1747676672471552	0.2943621858111289
NDUFA10	1.3485078	0.20447716	0.1774951242394498	0.2980125530512674
CPVL	1.3485078	0.23667105	0.1774951242394498	0.2980125530512674
DMXL1	1.3468008	0.03223821	0.17804439908879077	0.298530996040818
NAP1L1	1.3416799	0.08720015	0.1796998140897319	0.30090022826895757
TNFAIP2	1.3391194	0.21016413	0.18053179924467766	0.3018861339861606
ARIH2	1.3391194	0.108432464	0.18053179924467766	0.3018861339861606
RB1CC1	1.3365589	0.20896909	0.18136664197059627	0.3026027664419805
ANKRD44	1.3365589	0.015086109	0.18136664197059627	0.3026027664419805
EVI2A	1.3297311	0.21358746	0.18360689238889016	0.3053827901992974
CALM2	1.3297311	0.10596006	0.18360689238889016	0.3053827901992974
YPEL3	1.3288776	0.15535915	0.18388835868790387	0.3057143963186402
PRKAR1A	1.3229032	0.04643016	0.18586757514539098	0.30872919261437826
TAF3	1.3220497	0.15466748	0.186151601136185	0.30892538441673484
PAIP1	1.3220497	0.20156643	0.186151601136185	0.30892538441673484
NAA20	1.3194892	0.2582222	0.1870056036978025	0.309515052520274
PNPLA2	1.3194892	0.17904347	0.1870056036978025	0.309515052520274
CRBN	1.3194892	-0.011448539	0.1870056036978025	0.309515052520274
STAG2	1.3194892	0.11575109	0.1870056036978025	0.309515052520274
SMAP2	1.3177823	0.17273606	0.1875765441061802	0.3097716409097184
CTSH	1.3177823	0.16324636	0.1875765441061802	0.3097716409097184
CACUL1	1.3160753	0.116722636	0.18814877024297616	0.31044130278460047
RPL11	1.3143684	0.03495987	0.1887222833325075	0.3111119004560681
TIMP2	1.3143684	0.25139606	0.1887222833325075	0.3111119004560681
FAM49A	1.3135148	-0.03128817	0.18900952286584838	0.3114475500674422
DOCK10	1.3126614	0.12165152	0.18929708459433603	0.3115078846793228
VPS29	1.3092474	0.15365477	0.19045055648923326	0.3128530535359086
RBPJ	1.3075404	0.21282786	0.1910292295374605	0.31325092505394225
CYFIP2	1.3075404	0.12539952	0.1910292295374605	0.31325092505394225
GYPC	1.3041265	0.08299177	0.19219045583710237	0.31501639856398295
STK4	1.3007126	0.08312438	0.19335686368635097	0.3166494988425554
PARP8	1.2990056	0.25670463	0.19394201365319685	0.3171893099888033
ARL2BP	1.2990056	0.22305636	0.19394201365319685	0.3171893099888033
PTRHD1	1.2972986	0.123796836	0.19452846255092016	0.3180087772342523
RAB5A	1.2947382	0.20182958	0.19541057395275452	0.3187511946561795
CYLD	1.2947382	0.16080956	0.19541057395275452	0.3187511946561795
PYHIN1	1.2938846	0.05898677	0.1957052618173798	0.3189524704629857
MS4A6A	1.2921777	0.12637056	0.19629561451281274	0.31949513481018993
SLIRP	1.2921777	0.15341891	0.19629561451281274	0.31949513481018993
MATR3	1.2921777	0.15713564	0.19629561451281274	0.31949513481018993
EIF3E	1.2887638	0.082251474	0.19748023180712126	0.3208622963567712
NDUFC1	1.2802289	0.25219944	0.2004646478253469	0.3242964155089452
SPSB3	1.2802289	0.16360568	0.2004646478253469	0.3242964155089452
ZMYM2	1.2802289	-0.06804371	0.2004646478253469	0.3242964155089452
UBLCP1	1.275108	0.19915417	0.20227102679064957	0.32665104239738896
STK10	1.2742544	0.21573359	0.2025732396489479	0.32691882725446053
FRG1B	1.273401	0.28547293	0.2028757813601123	0.32691882725446053
EIF5A	1.2716941	0.15115197	0.20348185188958168	0.32775364032733656
SLC11A1	1.2657197	0.18057878	0.20561347767129057	0.3309008603491297
VAPA	1.2631592	0.09506646	0.20653198203316703	0.33209201256110277
SMARCD1	1.2563313	0.13899896	0.20899588356795595	0.3356190903005899
IL4R	1.2563313	0.21027152	0.20899588356795595	0.3356190903005899
NDUFAF2	1.2495034	0.3176909	0.21148101149667764	0.3384423235125172
BLOC1S4	1.2477964	0.25421336	0.21210561786998627	0.33885942554604415
GMPS	1.2460895	0.22228381	0.21273155604325988	0.33971368555107195
SFT2D1	1.2392615	0.15297318	0.21524864689116152	0.34299784382656634
TRA2A	1.2324337	0.07428646	0.2177871264802016	0.3464499184161771
BIRC6	1.2307267	0.21784566	0.21842509571342827	0.347316420340225
ARHGAP25	1.2281662	0.053361516	0.21938456548254648	0.3486931804767406
CCDC167	1.2256058	0.24906	0.22034705721277437	0.3497751240666546
LPP	1.2256058	0.1983234	0.22034705721277437	0.3497751240666546
U2AF1L4	1.2238988	0.14563423	0.22099039880914584	0.350348337660817
MRPL54	1.2221918	0.08310299	0.2216350858541999	0.3512208764770384
CNPPD1	1.2213384	0.100755684	0.22195793421128007	0.3515828783508324
MFNG	1.2204849	0.09538382	0.22228111927934902	0.35179553259511076
MAP3K11	1.2187779	0.19016807	0.2229285000100958	0.3520719822042395
ACIN1	1.2187779	-0.008674335	0.2229285000100958	0.3520719822042395
MAML2	1.2170709	0.022061845	0.22357722896601429	0.35249856082533326
SBNO1	1.2170709	0.1445149	0.22357722896601429	0.35249856082533326
MBTPS1	1.2119501	0.29416555	0.2255315142911659	0.35467878345451936
PICALM	1.2119501	0.058604382	0.2255315142911659	0.35467878345451936
FKBP8	1.208536	0.0688791	0.22684112889062835	0.35643728438341776
DNPH1	1.2051221	0.099277146	0.22815615795183575	0.3578995502159378
HIPK3	1.2042687	0.26156425	0.22848576204872284	0.3582656748923974
RAB32	1.2017082	0.29986814	0.22947660847036122	0.35921432952653437
ZBTB44	1.2000012	0.19291921	0.23013886893551228	0.3597972913164768
ZNF451	1.1982943	0.20890209	0.2308024873439849	0.36038090686331226
CNOT6L	1.1965873	0.2447795	0.23146746454261546	0.36126774432384745
MBNL1	1.1948802	0.1287804	0.2321338013720481	0.36185277367497154
TMEM87A	1.1948802	0.09771398	0.2321338013720481	0.36185277367497154
PPIL4	1.1948802	0.15516129	0.2321338013720481	0.36185277367497154
BCL2A1	1.1914663	0.1847561	0.2334705572548137	0.363784249044739
RANBP2	1.1906129	0.14346454	0.2338055972910037	0.3641539290304047
ADAM17	1.188906	0.06797671	0.23447669935844184	0.3650465001717548
EHMT1	1.183785	0.1577637	0.23649818879853823	0.3677324655890423
FGD3	1.1812245	0.1634012	0.23751354153431325	0.3691571071259527
PTGES3	1.1761036	0.056371517	0.2395534762942647	0.37201715834855786
LPAR6	1.1684222	0.3188822	0.2426364904526711	0.3755520741669772
EHBP1L1	1.1684222	0.11088447	0.2426364904526711	0.3755520741669772
ELOF1	1.1641548	0.03672853	0.24436128191607365	0.3772808515155299
WBP11	1.1641548	0.27021155	0.24436128191607365	0.3772808515155299
BHLHE40	1.1624478	0.13221066	0.24505360307143953	0.3778797589391473
TRIP12	1.1624478	0.052366737	0.24505360307143953	0.3778797589391473
RBM8A	1.1598874	0.13624641	0.24609466336160812	0.37892295259745223
MED15	1.1590339	0.124372706	0.24644237142616254	0.37892295259745223
CAPRIN1	1.1590339	0.07979433	0.24644237142616254	0.37892295259745223
TRAM1	1.152206	0.11436444	0.24923643184802624	0.38242953119161505
USP47	1.150499	0.07752583	0.2499383933859749	0.38303315924665454
IVNS1ABP	1.150499	0.19188806	0.2499383933859749	0.38303315924665454
MPC1	1.1462317	0.15943414	0.25169933579938863	0.38478174323354813
DPM1	1.1385503	0.11147584	0.2548907982162709	0.38870324838550074
NDUFV2	1.1351362	0.17242834	0.25631822108959845	0.3905601699417613
TTC3	1.1334293	0.0579306	0.2570340106289499	0.39133060326337266
ASGR1	1.1300154	0.20540652	0.25846974890168506	0.39335567834486107
IL8	1.1248945	0.28545466	0.2606337630536534	0.3961633198415531
CDV3	1.1180665	0.24482495	0.2635385649647869	0.39960000648569477
ITGB2-AS1	1.1146526	0.15400508	0.2649993113568949	0.4013246992651796
FLOT2	1.1146526	0.102437414	0.2649993113568949	0.4013246992651796
CSTA	1.1129457	0.3990865	0.2657317727649342	0.4021069166097582
ELAVL1	1.1129457	0.13136303	0.2657317727649342	0.4021069166097582
KATNBL1	1.1120921	0.082607605	0.26609852574772375	0.4023349207813736
FAM204A	1.1112387	-0.050259225	0.26646562700117915	0.40272645899041853
EIF1AX	1.1095318	-0.008006099	0.2672008745718608	0.4035101609511799
ANXA11	1.1061177	-0.00507217	0.268675551705609	0.4049161289161019
DLD	1.1061177	0.11245049	0.268675551705609	0.4049161289161019
RSRC1	1.1061177	0.12472025	0.268675551705609	0.4049161289161019
CST7	1.1009969	0.10761947	0.27089802965726395	0.40793540737713346
EFCAB14	1.1001433	0.14164095	0.27126966400381913	0.4083299226961287
SMEK1	1.0992899	0.16013701	0.2716416474628537	0.4087246445057241
USP4	1.0975829	0.14754641	0.27238666194484085	0.409514706936854
OSER1	1.092462	0.16504277	0.2746300898966384	0.41205578355160416
NCOA3	1.092462	0.16880052	0.2746300898966384	0.41205578355160416
RASSF4	1.092462	0.2897384	0.2746300898966384	0.41205578355160416
RHBDD2	1.0881946	0.283346	0.27650922685626167	0.414438846443583
EIF4EBP1	1.0873411	0.12105241	0.27688610363899957	0.414438846443583
IMPDH1	1.0873411	0.25487065	0.27688610363899957	0.414438846443583
ARFGAP3	1.0873411	0.21650578	0.27688610363899957	0.414438846443583
RSL24D1	1.0839272	0.0965049	0.2783971104199918	0.4158647570012233
HDAC1	1.0839272	0.15348275	0.2783971104199918	0.4158647570012233
DYNC1H1	1.0830736	0.20889471	0.27877573727347593	0.416263370331365
PGD	1.0822202	0.014806196	0.27915471428691785	0.4166621867753435
PTPRC	1.0736853	0.074697055	0.2829637534413587	0.4204936224324101
MT-ATP8	1.0728319	0.011409838	0.28334658524754486	0.4208945685926833
PDS5A	1.0719783	0.13314816	0.28372976775298187	0.4211278019577937
HK1	1.0685644	0.13969111	0.2852660055978127	0.4230707307233192
ITGAE	1.0651504	0.18622337	0.2868078578960851	0.42417492565727594
UBE2Q2	1.0651504	0.026954824	0.2868078578960851	0.42417492565727594
SPTY2D1	1.0634434	0.19386666	0.2875808902460123	0.4248120726997817
HIPK1	1.0583225	0.37149066	0.2899084156634547	0.42808046785515674
GLUD1	1.0566156	-0.053557485	0.29068706787061604	0.42906010334925654
FXR1	1.0480807	0.0535065	0.2946014188141918	0.4338061224452551
TBC1D15	1.0455203	0.2543561	0.2957825812920962	0.4350293573190231
U2SURP	1.0446668	0.10815913	0.2961770056867342	0.4354374927664422
S100A4	1.0429598	0.06368024	0.29696690998872355	0.4360823236585199
TFDP1	1.0429598	0.17150976	0.29696690998872355	0.4360823236585199
DDX3X	1.0378389	0.08213779	0.29934506880714595	0.43888229773142184
TGFBR2	1.0369854	0.14355376	0.2997426605569623	0.43911946023372445
PLBD1	1.031011	0.22534181	0.3025356612479776	0.44268872396364184
NAPRT1	1.029304	0.17298299	0.30333683082966045	0.4436867077806974
WAPAL	1.0284505	0.12628815	0.30373794394426157	0.4440989804665999
MRPL41	1.0275971	0.12292491	0.3041394092976931	0.44451144435816686
AC006129.2	1.0258901	0.23856123	0.3049433967870304	0.44481363479627933
WNK1	1.0258901	0.14469482	0.3049433967870304	0.44481363479627933
TOP2B	1.0258901	0.037970457	0.3049433967870304	0.44481363479627933
GTPBP4	1.0224762	0.2753328	0.30655559932951737	0.4466404741405018
ADPGK	1.0216227	0.010166734	0.306959530792164	0.4470540839538595
C22orf39	1.0190622	0.09957673	0.30817343937686315	0.4486465552147922
GRN	1.0173552	0.054440632	0.30898447371717463	0.4496514967263612
ZNF207	1.0147948	0.08382046	0.3102036683705113	0.45124939883272813
SPG21	1.0139413	0.1510896	0.31061077146526883	0.4514888809276585
RNPEPL1	1.0079669	0.24097253	0.3134703622353956	0.45529002689727505
TTC17	1.0071133	0.07477227	0.313880285153612	0.45535262248229497
UXS1	1.0036994	0.21899109	0.31552350190016676	0.4572021482786852
CYB5R4	1.0036994	0.027832828	0.31552350190016676	0.4572021482786852
CD33	1.0019925	0.23591399	0.3163472253612869	0.4578612775924728
PSAP	1.0019925	-0.0059240763	0.3163472253612869	0.4578612775924728
XIST	1.0019925	0.50110835	0.3163472253612869	0.4578612775924728
SUMO1	1.0002855	0.1677445	0.31717235890193685	0.4585209101517131
PPCS	0.99857855	0.20785925	0.31799890252759433	0.4595374128881495
PIN1	0.9951646	0.04589768	0.3196562200147566	0.4606810229624433
BCL2L13	0.9943111	0.22262211	0.32007143067543276	0.4611009701490567
ABCE1	0.98919016	0.09750689	0.32257009720173957	0.4638034911116904
EML4	0.9883367	0.09002303	0.3229877753366406	0.4640457080839697
DUT	0.98492277	0.16864353	0.3246620125331524	0.4657324093503311
DDX50	0.9840693	0.16911016	0.3250814529560132	0.4661545363142831
SUN2	0.9815088	0.067481205	0.32634188877322423	0.4676018444753702
RBM26	0.97980183	0.13885781	0.32718394133613904	0.4686280759753007
TSPAN32	0.9780949	0.06507399	0.3280274034050831	0.46911445863307577
C4orf48	0.97297394	0.007676315	0.3305662455822469	0.4723824629885984
MPEG1	0.971267	0.04153771	0.3314153445674569	0.4732326469207092
ANKRD36C	0.96870655	0.24131164	0.33269163470679874	0.47469105273874274
MED13L	0.96785307	0.2058109	0.3331177691235553	0.47511703263734967
SNX2	0.96614605	0.06597194	0.33397109439704187	0.47578743517007804
SF3A1	0.96614605	0.18396626	0.33397109439704187	0.47578743517007804
FAM208A	0.96614605	0.1555361	0.33397109439704187	0.47578743517007804
DHRS7	0.96273214	0.16126418	0.335681970127892	0.47731182006730427
LLPH	0.96273214	0.27863136	0.335681970127892	0.47731182006730427
KAT6A	0.9610252	-0.027150642	0.3365395202370064	0.47780143856752266
THEMIS2	0.9610252	0.0667962	0.3365395202370064	0.47780143856752266
ZBTB1	0.9610252	0.102772616	0.3365395202370064	0.47780143856752266
ASCC3	0.9610252	0.24542369	0.3365395202370064	0.47780143856752266
DAZAP1	0.9576112	0.14464983	0.33825884400821493	0.4795112048293081
MGAT1	0.9576112	0.117003664	0.33825884400821493	0.4795112048293081
LSM6	0.95590425	0.13677391	0.33912061727098786	0.4803671276976641
GPBP1	0.9541973	0.06331565	0.3399837978380963	0.4812237412197152
ANKLE2	0.9541973	0.20588726	0.3399837978380963	0.4812237412197152
GLOD4	0.9516368	0.18328527	0.3412812068985578	0.4826932071744129
KMT2C	0.9507833	0.27252543	0.3417143799926603	0.4829390326727389
TSPAN14	0.94907635	0.16881353	0.34258178111235726	0.4839812416018279
PDCD6IP	0.9473694	0.11164062	0.34345058860084887	0.48484078542439774
SF3A2	0.9465159	0.19162038	0.34388551965392833	0.48527081288034446
KLF3	0.9456624	0.17765525	0.3443208022027734	0.48551710238664453
GNPTAB	0.9456624	0.019362357	0.3443208022027734	0.48551710238664453
C5AR1	0.9439554	0.2664541	0.34519242165415576	0.4863778199924616
SLC25A37	0.94310194	0.121307485	0.3456287584885428	0.48680843290897635
MYLIP	0.94224846	0.11239683	0.34606544668239436	0.48705507310855506
GLTP	0.94224846	0.044997737	0.34606544668239436	0.48705507310855506
METTL12	0.9354206	0.15025882	0.34957159680934713	0.49087655600226576
ARID5A	0.9354206	0.2270091	0.34957159680934713	0.49087655600226576
GIMAP2	0.9345671	0.17226958	0.3500114455793232	0.4911238219055763
HCST	0.92517877	0.04848729	0.3548729375294237	0.4970089580141308
PPP1CC	0.91322994	0.088304855	0.3611216192493233	0.5040543141246177
MARCH1	0.91322994	0.04712856	0.3611216192493233	0.5040543141246177
CREB1	0.91237646	0.07676485	0.36157057882685806	0.5044918829341399
TMC6	0.9106695	0.05717542	0.362469547150324	0.5051783658637
GORASP2	0.908109	0.12928663	0.36382062172173535	0.5061143053013606
SLC44A2	0.90725553	0.075344905	0.3642716789087176	0.506552551253198
WDR33	0.9055486	0.061184626	0.3651748414310896	0.506922840402532
SDHAF2	0.9046951	0.2317476	0.36562694664908724	0.506922840402532
SQSTM1	0.9046951	0.1428405	0.36562694664908724	0.506922840402532
SPTBN1	0.9046951	0.23271559	0.36562694664908724	0.506922840402532
ABI1	0.90298814	0.009650715	0.36653220470106507	0.5072337162046698
ZNF638	0.90298814	0.22527702	0.36653220470106507	0.5072337162046698
NUCB2	0.9012811	0.13689175	0.36743885917102304	0.5081107729494577
PRKRA	0.89957416	0.29008004	0.36834690956718685	0.508546844477886
AHNAK	0.89957416	0.0599156	0.36834690956718685	0.508546844477886
ENTPD1	0.8987207	0.15600178	0.36880145808148357	0.508546844477886
C6orf62	0.8978672	0.046665717	0.3692563553888839	0.508546844477886
NLRP1	0.8978672	0.24591997	0.3692563553888839	0.508546844477886
REXO4	0.89616024	0.110912815	0.37016719612653426	0.5092362904969389
CEP85L	0.89530677	0.21681058	0.3706231394271602	0.509675247868074
SASH3	0.8944532	-0.034915365	0.371079431261641	0.5097380309916456
MRPL11	0.8944532	-0.048486594	0.371079431261641	0.5097380309916456
PARL	0.89359975	0.0630585	0.37153607156377	0.5101771130175071
IL17RA	0.8807975	0.124743134	0.37842744548166707	0.517921281504494
PRKACB	0.87994397	0.04191538	0.37888965180551337	0.5183633590461909
CELF2	0.87738353	0.06463684	0.38027835401009646	0.519690491865541
ITM2A	0.87738353	0.13887261	0.38027835401009646	0.519690491865541
FLI1	0.8756766	-0.16598354	0.3812058907373096	0.5205759945382255
ANXA2	0.8739696	0.027036946	0.3821348149412843	0.5216532444433075
HSPA9	0.87055564	0.13182798	0.3839968232296369	0.5234275877405447
SREK1	0.8671417	0.08463481	0.3858643736849817	0.5255884885160468
CFD	0.8620208	0.09706624	0.3886760792211368	0.5282590215399684
PRPF8	0.8620208	-0.037882682	0.3886760792211368	0.5282590215399684
GCHFR	0.8586068	0.1290293	0.3905574614359306	0.529849175368818
RPS20	0.8551929	0.036661904	0.39244436651001435	0.5312478447412917
GGA1	0.851779	-0.03127158	0.39433678859961374	0.5332281048456651
ACYP2	0.85092545	0.087006964	0.3948107554569844	0.5336752280659928
TCEA1	0.85007197	0.047228724	0.39528506665917085	0.5341224921040466
CLEC12A	0.8492185	0.26364538	0.3957597221105881	0.5345698966774863
PPP2CA	0.84665805	0.06772506	0.39718575299580705	0.5363015751110898
SEC61G	0.8381232	0.10973378	0.40196152512757244	0.5425533597589995
RAB4A	0.8364162	0.1103246	0.4029207970424813	0.5434542007193772
HMGB1	0.8347092	0.028900716	0.40388143952508615	0.5443555847960263
MICU1	0.83300227	0.01575051	0.40484345173052794	0.5454547808409863
PRNP	0.8312953	0.21199128	0.4058068328047544	0.5461599730267096
LST1	0.8295883	0.09990955	0.40677158188451645	0.5472606108879838
SLC31A2	0.8287348	0.24673803	0.40725446915419106	0.5477124027194682
PLEC	0.82788134	0.23626952	0.4077376980973605	0.5481643276947908
CLINT1	0.82276046	0.10060747	0.4106442406716866	0.5514746311797191
ABHD14B	0.8193465	0.11281963	0.41258875497702685	0.5538862738047757
TEN1	0.8176395	0.021628361	0.4135630551507772	0.5541953283128803
BRI3	0.8159326	0.17292067	0.4145387160922954	0.5553029419883841
USP34	0.81422555	0.015547012	0.4155157368553132	0.5562115758623962
CCNC	0.81422555	0.15623443	0.4155157368553132	0.5562115758623962
ABT1	0.8116651	0.22056791	0.4169838155724278	0.5577757647958769
C16orf87	0.80739766	0.07203148	0.4194373988732134	0.5598512091053214
CCND3	0.80739766	0.005421512	0.4194373988732134	0.5598512091053214
AP3B1	0.8048372	0.047211576	0.4209136146962007	0.5616203157035655
UQCRQ	0.80398375	0.056833867	0.4214063635279838	0.562076396052368
ARHGEF6	0.79715586	0.14740385	0.42536051987045553	0.5663362802994553
MAD1L1	0.79715586	0.1730192	0.42536051987045553	0.5663362802994553
SLBP	0.79374194	0.15402274	0.4273456950092517	0.5683697743623047
UPF2	0.7920349	0.017372346	0.42834030312731397	0.5694892141542724
KAT6B	0.79032797	0.25476363	0.4293362568460861	0.570406072242178
ARFGEF1	0.79032797	0.16580372	0.4293362568460861	0.570406072242178
ARL6IP1	0.788621	0.10758377	0.4303335550801414	0.5713234078853642
ISCA1	0.78691405	0.112689406	0.4313321967347463	0.572445153471203
ZC3H7A	0.78520703	-0.036567643	0.43233218070585955	0.5733636185714462
CD58	0.78008616	0.28481883	0.43534017533814073	0.5765315835559162
SUPT16H	0.77837914	-0.027796	0.43634551734859695	0.5776575565610291
POLR2I	0.77155125	0.0057639033	0.4403802403100041	0.5815517783384594
MIR4435-1HG	0.77155125	0.14493242	0.4403802403100041	0.5815517783384594
SNRPB2	0.7698443	0.07658478	0.4413922539105394	0.5822687756156035
FBXL15	0.7596025	0.07272537	0.4474922389900037	0.5886475090069847
RASA2	0.7578955	0.07070939	0.4485135422697668	0.5891585295988048
YEATS4	0.75533503	0.2631951	0.4500479757695188	0.590757371084134
CISD2	0.75448155	0.27176192	0.45056011392088713	0.5910129849388459
CCDC88C	0.7527746	-0.14167416	0.4515853797389249	0.591316439573754
ARGLU1	0.7527746	0.07596021	0.4515853797389249	0.591316439573754
TM2D3	0.7459467	0.16897158	0.4556996127360532	0.5950299291125744
CTSC	0.74423975	0.12912503	0.4567314568463474	0.5961682247794595
RAD21	0.74253273	-0.06717825	0.45776461264023494	0.5970982197801173
SEPW1	0.7399723	-0.03486899	0.4593168027891974	0.5982846357422075
CHIC2	0.7391188	0.2387192	0.459834853882378	0.5983315848560362
NFKBIZ	0.7357049	0.11430813	0.46191032557616807	0.6001933190668701
GPAA1	0.7339979	0.11984146	0.46295001939955693	0.6009152569689613
SNRPD2	0.7339979	0.033696443	0.46295001939955693	0.6009152569689613
COQ10B	0.73143744	0.08805014	0.46451200368929946	0.6021032724465546
UFD1L	0.73058397	0.1810567	0.4650333160317768	0.6025692654496648
RPS25	0.728877	0.016973807	0.4660769160255468	0.6032917745148196
KDELR2	0.72717	0.17960465	0.4671218152454715	0.6044342042995607
KLHL24	0.72546303	0.06114032	0.46816801226065496	0.6055775191589715
IARS2	0.72460955	0.053491216	0.46869159699175833	0.6060442733323986
PABPC4	0.7237561	0.06498293	0.469215505630856	0.6063006741739444
MRPL22	0.7237561	0.23497571	0.469215505630856	0.6063006741739444
ARHGAP4	0.72119564	-0.016130967	0.4707891731782935	0.6077015185150658
GOLPH3	0.72119564	0.07765281	0.4707891731782935	0.6077015185150658
EHD1	0.7203421	-0.08470015	0.4713143756286281	0.6081686537910641
MYO9B	0.7194886	0.14026363	0.4718399010736677	0.6086358820915616
PIK3R1	0.7160747	-0.04556341	0.4739452291039339	0.6111399006866516
LINC00493	0.7152212	0.113887794	0.4744723667446852	0.6116078552292169
NSD1	0.71266073	0.008757211	0.47605571019167847	0.6132243046536875
AKNA	0.7101003	0.06303885	0.4776419454612769	0.6144174801028653
TPD52	0.70156544	0.15321115	0.48295021544040884	0.6195337934206279
NUBP2	0.70071197	0.10282278	0.4834827990801126	0.6200034241647173
PRKAR2A	0.6964445	0.04563492	0.48615049239912256	0.6225668616555476
CMTM3	0.6913236	0.28637746	0.4893622032850684	0.6251749039566363
USP48	0.6904701	0.0014088636	0.48989859700910654	0.6256455333545654
CAMTA1	0.68790966	0.09660305	0.4915096745222076	0.6272727991503432
ATP6V0E2	0.6862027	0.14287597	0.4925853044264953	0.6282149567411879
CAPZA2	0.6844957	0.11631811	0.4936621949847998	0.6291574312537284
SPTSSA	0.6810818	0.17879292	0.4958197513983307	0.6306943222070001
SDHA	0.6802283	0.044944078	0.49635992579929156	0.6306943222070001
ARHGAP15	0.6793748	0.063703865	0.4969004138977815	0.6306943222070001
HBEGF	0.6793748	0.116887406	0.4969004138977815	0.6306943222070001
FAM133B	0.6793748	0.09685184	0.4969004138977815	0.6306943222070001
EEF1E1	0.6793748	0.18354313	0.4969004138977815	0.6306943222070001
FCN1	0.67852134	0.17145415	0.49744121548203435	0.6311656171908334
LYN	0.67766786	0.25307924	0.49798233033970496	0.6314219265185772
CCDC109B	0.67596084	0.10868745	0.49906549902301833	0.6323647221373665
SH3KBP1	0.66571903	0.09170229	0.5055907117639264	0.6393276097143844
POLR2B	0.6640121	0.078783065	0.5066825977284835	0.6404908329738196
UBL7	0.6605981	0.08184875	0.508870082771326	0.6410799012991941
MAZ	0.65889114	0.39389077	0.5099656782716728	0.6418087819816525
XBP1	0.65547717	0.1424126	0.5121605662161911	0.6437009613868024
C9orf78	0.6435284	0.039358046	0.5198812997365189	0.6518646330703017
RNMT	0.6435284	0.0644042	0.5198812997365189	0.6518646330703017
USMG5	0.64182144	0.08142141	0.5209891417776913	0.6521558198252512
HERPUD1	0.64182144	0.055495992	0.5209891417776913	0.6521558198252512
UBE2G1	0.6401144	0.1941884	0.5220981982033885	0.652666562641631
NCF2	0.6401144	0.11922146	0.5220981982033885	0.652666562641631
C20orf27	0.6401144	0.14098035	0.5220981982033885	0.652666562641631
ZNF430	0.637554	0.038007915	0.5237640556456784	0.6543097427791031
KXD1	0.6367005	-0.09626506	0.5243199465836865	0.6545650288560673
IFNGR2	0.6367005	-0.04148756	0.5243199465836865	0.6545650288560673
ZFP36L1	0.63328654	0.056061853	0.5265465295366023	0.6564644378956501
GSPT1	0.6315796	0.08228531	0.5276616291438068	0.6576345070051997
EIF3J	0.6298726	0.124131724	0.528777931575128	0.6588052917985201
MED6	0.62560517	-0.028022507	0.5315739371326735	0.6616247800408008
SH3BP1	0.6238982	-0.040466588	0.53269443396402	0.6625765103814331
TMEM2	0.6204843	0.21751696	0.5349390074421863	0.6649241868206615
TTC37	0.6170703	0.024785966	0.5371883406315302	0.6670521442186791
RPL27	0.61621684	0.037170492	0.5377514157410326	0.6673063219658798
MTRNR2L12	0.6145099	-0.42216122	0.538878454357215	0.668259528480276
CCDC23	0.6145099	0.18786979	0.538878454357215	0.668259528480276
REST	0.6128029	0.0005048803	0.5400066758017052	0.6694357059539116
RNF166	0.6119494	-0.060669705	0.5405712294444737	0.6699125652083927
BUB3	0.6110959	0.066190295	0.5411360780250795	0.6703894725766454
ERGIC3	0.60938895	0.15932375	0.5422666589688849	0.6713434301862126
STX11	0.607682	0.09991625	0.543398416565648	0.672074295347218
EEF1A1	0.607682	0.017093172	0.543398416565648	0.672074295347218
